iter,time_bj,elapsed_s,loss,psnr,ssim,lpips,visible,splats,lr_mean,grad_mean,grad_rot,grad_scale,grad_density
0,[13:53:00],7.5,NaN,5.7839,0.1372,0.6824,0,5000,0.000e0
10000,[14:02:50],597.2,0.049274,43.6090,0.9925,0.1440,38927,39326,2.000e-6,6.838e-6,3.198e-5,6.274e-5,3.470e-5
